Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
2008,1,3,4,712,700,926,915,WN,1232,N663SW,134,135,120,11,12,JAX,PHL,742,5,9,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,1318,1310,1410,1400,WN,977,N376SW,52,50,39,10,8,JAX,TPA,180,4,9,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,958,900,1052,950,WN,1574,N791SW,54,50,36,62,58,JAX,TPA,180,4,14,0,,0,0,0,4,0,58
2008,1,3,4,1859,1850,1950,1945,WN,2019,N392SW,51,55,38,5,9,JAX,TPA,180,4,9,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,1538,1445,1753,1710,WN,500,N799SW,75,85,60,43,53,LAS,ABQ,487,4,11,0,,0,15,0,0,0,28
2008,1,3,4,933,935,1151,1200,WN,778,N607SW,78,85,63,-9,-2,LAS,ABQ,487,5,10,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,2248,2125,102,2345,WN,890,N618WN,74,80,60,77,83,LAS,ABQ,487,4,10,0,,0,7,0,0,0,70
2008,1,3,4,1327,1230,1550,1500,WN,1171,N682SW,83,90,65,50,57,LAS,ABQ,487,3,15,0,,0,50,0,0,0,0
2008,1,3,4,624,625,846,850,WN,1320,N456WN,82,85,61,-4,-1,LAS,ABQ,487,4,17,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,1614,1600,1833,1825,WN,1925,N509SW,79,85,60,8,14,LAS,ABQ,487,4,15,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,1917,1915,2136,2140,WN,2457,N293,79,85,60,-4,2,LAS,ABQ,487,5,14,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,1832,1655,148,30,WN,302,N473WN,256,275,243,78,97,LAS,ALB,2237,3,10,0,,0,8,0,0,0,70
2008,1,3,4,1229,1155,1633,1555,WN,1079,N351SW,124,120,91,38,34,LAS,AMA,758,5,28,0,,0,3,0,4,0,31
2008,1,3,4,1256,1240,1724,1720,WN,155,N238WN,148,160,131,4,16,LAS,AUS,1090,3,14,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,2118,2015,144,50,WN,2021,N499WN,146,155,127,54,63,LAS,AUS,1090,5,14,0,,0,23,0,0,0,31
2008,1,3,4,905,850,1334,1330,WN,3222,N309SW,149,160,135,4,15,LAS,AUS,1090,4,10,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,1739,1640,114,25,WN,1018,N245WN,275,285,253,49,59,LAS,BDL,2298,9,13,0,,0,19,0,0,0,30
2008,1,3,4,906,905,1426,1430,WN,3948,N467WN,200,205,183,-4,1,LAS,BHM,1618,2,15,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,816,815,1339,1340,WN,249,N256WN,203,205,185,-1,1,LAS,BNA,1588,4,14,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,1325,1240,1841,1810,WN,419,N275WN,196,210,178,31,45,LAS,BNA,1588,6,12,0,,0,2,0,0,0,29
2008,1,3,4,1506,1440,2030,2010,WN,2032,N271WN,204,210,183,20,26,LAS,BNA,1588,6,15,0,,0,18,0,0,0,2
2008,1,3,4,2039,1930,155,55,WN,3940,N434WN,196,205,177,60,69,LAS,BNA,1588,5,14,0,,0,0,0,22,0,38
2008,1,3,4,924,920,1209,1210,WN,71,N312SW,105,110,84,-1,4,LAS,BOI,520,3,18,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,1611,1535,1849,1825,WN,538,N619SW,98,110,73,24,36,LAS,BOI,520,3,22,0,,0,9,0,0,0,15
2008,1,3,4,1824,1715,117,25,WN,2383,N290WN,233,250,221,52,69,LAS,BUF,1987,2,10,0,,0,48,0,0,0,4
2008,1,3,4,826,825,930,925,WN,136,N493WN,64,60,46,5,1,LAS,BUR,223,2,16,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,2118,2015,2224,2115,WN,219,N383SW,66,60,46,69,63,LAS,BUR,223,3,17,0,,0,17,0,6,0,46
2008,1,3,4,1818,1740,1916,1840,WN,391,N608SW,58,60,46,36,38,LAS,BUR,223,2,10,0,,0,20,0,0,0,16
2008,1,3,4,650,650,748,750,WN,670,N777QC,58,60,47,-2,0,LAS,BUR,223,3,8,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,2146,2055,2250,2155,WN,815,N626SW,64,60,48,55,51,LAS,BUR,223,3,13,0,,0,4,0,4,0,47
2008,1,3,4,2241,1910,2340,2010,WN,1072,N369SW,59,60,43,210,211,LAS,BUR,223,3,13,0,,0,114,0,0,0,96
2008,1,3,4,1409,1355,1513,1500,WN,1328,N396SW,64,65,50,13,14,LAS,BUR,223,2,12,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,1100,1050,1157,1155,WN,1586,N293,57,65,46,2,10,LAS,BUR,223,2,9,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,1306,1250,1406,1355,WN,1838,N509SW,60,65,47,11,16,LAS,BUR,223,2,11,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,1726,1630,1832,1740,WN,2284,N409WN,66,70,46,52,56,LAS,BUR,223,2,18,0,,0,1,0,0,0,51
2008,1,3,4,915,915,1017,1020,WN,2699,N278WN,62,65,46,-3,0,LAS,BUR,223,2,14,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,1229,1220,1342,1325,WN,2874,N695SW,73,65,47,17,9,LAS,BUR,223,2,24,0,,0,9,0,8,0,0
2008,1,3,4,1459,1455,1556,1555,WN,3237,N284WN,57,60,42,1,4,LAS,BUR,223,2,13,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,908,845,1628,1610,WN,1774,N220WN,260,265,244,18,23,LAS,BWI,2106,6,10,0,,0,18,0,0,0,0
2008,1,3,4,1817,1730,122,50,WN,2632,N784SW,245,260,230,32,47,LAS,BWI,2106,5,10,0,,0,7,0,0,0,25
2008,1,3,4,1248,1245,2009,2015,WN,3759,N463WN,261,270,243,-6,3,LAS,BWI,2106,4,14,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,956,945,1658,1645,WN,818,N244WN,242,240,213,13,11,LAS,CLE,1825,8,21,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,1849,1740,121,30,WN,564,N455WN,212,230,195,51,69,LAS,CMH,1772,2,15,0,,0,10,0,0,0,41
2008,1,3,4,1210,1200,1905,1850,WN,991,N297WN,235,230,201,15,10,LAS,CMH,1772,6,28,0,,0,10,0,5,0,0
2008,1,3,4,701,700,941,955,WN,85,N688SW,100,115,84,-14,1,LAS,DEN,629,9,7,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,1047,1030,1328,1320,WN,157,N481WN,101,110,79,8,17,LAS,DEN,629,9,13,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,2232,2115,108,5,WN,632,N203WN,96,110,77,63,77,LAS,DEN,629,6,13,0,,0,0,0,7,0,56
2008,1,3,4,1512,1315,1802,1610,WN,706,N491WN,110,115,88,112,117,LAS,DEN,629,8,14,0,,0,0,0,0,0,112
2008,1,3,4,2025,1955,2301,2245,WN,908,N480WN,96,110,78,16,30,LAS,DEN,629,6,12,0,,0,7,0,0,0,9
2008,1,3,4,1439,1425,1720,1720,WN,1582,N318SW,101,115,85,0,14,LAS,DEN,629,7,9,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,1627,1600,1916,1900,WN,2907,N647SW,109,120,80,16,27,LAS,DEN,629,8,21,0,,0,2,0,0,0,14
2008,1,3,4,1745,1710,2017,1945,WN,2192,N313SW,92,95,78,32,35,LAS,ELP,584,2,12,0,,0,10,0,0,0,22
2008,1,3,4,1049,1040,1320,1320,WN,2280,N352SW,91,100,73,0,9,LAS,ELP,584,3,15,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,1117,1050,1325,1325,WN,1636,N321SW,128,155,116,0,27,LAS,GEG,806,3,9,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,1725,1620,1940,1850,WN,2803,N660SW,135,150,116,50,65,LAS,GEG,806,4,15,0,,0,50,0,0,0,0
2008,1,3,4,1824,1735,2303,2230,WN,719,N414WN,159,175,143,33,49,LAS,HOU,1235,3,13,0,,0,12,0,0,0,21
2008,1,3,4,1150,1140,1644,1640,WN,1776,N408WN,174,180,147,4,10,LAS,HOU,1235,3,24,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,749,740,1227,1235,WN,3244,N475WN,158,175,146,-8,9,LAS,HOU,1235,3,9,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,2051,2010,134,55,WN,3746,N321SW,163,165,150,39,41,LAS,HOU,1235,4,9,0,,0,17,0,0,0,22
2008,1,3,4,1555,1525,2307,2245,WN,1027,N230WN,252,260,232,22,30,LAS,IAD,2066,7,13,0,,0,6,0,0,0,16
2008,1,3,4,2255,1820,509,55,WN,1924,N761RR,194,215,176,254,275,LAS,IND,1591,9,9,0,,0,0,0,0,8,246
2008,1,3,4,1129,1050,1757,1725,WN,3920,N464WN,208,215,179,32,39,LAS,IND,1591,8,21,0,,0,32,0,0,0,0
2008,1,3,4,1602,1510,2357,2255,WN,3144,N272WN,295,285,269,62,52,LAS,ISP,2283,4,22,0,,0,13,0,10,0,39
2008,1,3,4,1738,1715,1838,1820,WN,82,N499WN,60,65,42,18,23,LAS,LAX,236,6,12,0,,0,0,0,0,12,6
2008,1,3,4,2207,2150,2306,2255,WN,135,N244WN,59,65,40,11,17,LAS,LAX,236,7,12,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,1851,1825,2004,1930,WN,317,N335SW,73,65,41,34,26,LAS,LAX,236,16,16,0,,0,18,0,8,0,8
2008,1,3,4,701,645,802,745,WN,337,N488WN,61,60,42,17,16,LAS,LAX,236,7,12,0,,0,16,0,1,0,0
2008,1,3,4,1556,1455,1704,1600,WN,354,N496WN,68,65,41,64,61,LAS,LAX,236,9,18,0,,0,61,0,3,0,0
2008,1,3,4,1254,1250,1404,1355,WN,784,N401WN,70,65,43,9,4,LAS,LAX,236,7,20,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,840,840,946,945,WN,790,N351SW,66,65,43,1,0,LAS,LAX,236,11,12,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,1540,1525,1648,1630,WN,1061,N422WN,68,65,47,18,15,LAS,LAX,236,5,16,0,,0,10,0,3,0,5
2008,1,3,4,750,750,901,855,WN,1653,N288WN,71,65,52,6,0,LAS,LAX,236,10,9,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,1228,1200,1340,1310,WN,1928,N792SW,72,70,43,30,28,LAS,LAX,236,7,22,0,,0,0,0,2,0,28
2008,1,3,4,2047,2005,2209,2115,WN,2367,N352SW,82,70,45,54,42,LAS,LAX,236,7,30,0,,0,15,0,12,0,27
2008,1,3,4,2158,2120,2303,2225,WN,2896,N335SW,65,65,44,38,38,LAS,LAX,236,11,10,0,,0,13,0,0,0,25
2008,1,3,4,1028,1025,1132,1135,WN,3655,N465WN,64,70,45,-3,3,LAS,LAX,236,8,11,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,1423,1420,1530,1525,WN,3917,N609SW,67,65,44,5,3,LAS,LAX,236,11,12,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,1147,1100,1541,1500,WN,2382,N404WN,114,120,90,41,47,LAS,LBB,775,4,20,0,,0,25,0,0,0,16
2008,1,3,4,859,850,1343,1345,WN,565,N787SA,164,175,148,-2,9,LAS,LIT,1295,4,12,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,1140,1110,1537,1510,WN,43,N617SW,117,120,95,27,30,LAS,MAF,796,2,20,0,,0,27,0,0,0,0
2008,1,3,4,1226,1210,1721,1700,WN,213,N302SW,175,170,139,21,16,LAS,MCI,1140,4,32,0,,0,1,0,5,0,15
2008,1,3,4,2118,2005,154,50,WN,411,N763SW,156,165,131,64,73,LAS,MCI,1140,7,18,0,,0,14,0,0,0,50
2008,1,3,4,2003,1905,26,2350,WN,1004,N676SW,143,165,130,36,58,LAS,MCI,1140,5,8,0,,0,4,0,0,0,32
2008,1,3,4,1622,1510,2059,2000,WN,1405,N775SW,157,170,130,59,72,LAS,MCI,1140,4,23,0,,0,59,0,0,0,0
2008,1,3,4,648,650,1123,1135,WN,2972,N634SW,155,165,137,-12,-2,LAS,MCI,1140,4,14,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,1003,940,1441,1430,WN,3068,N449WN,158,170,136,11,23,LAS,MCI,1140,5,17,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,1319,1300,2033,2025,WN,380,N444WN,254,265,234,8,19,LAS,MCO,2039,6,14,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,1506,1500,2122,2030,WN,74,N764SW,256,210,177,52,6,LAS,MDW,1521,62,17,0,,0,6,0,46,0,0
2008,1,3,4,648,645,1205,1210,WN,227,N723SW,197,205,182,-5,3,LAS,MDW,1521,5,10,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,1052,1050,1603,1620,WN,335,N712SW,191,210,175,-17,2,LAS,MDW,1521,6,10,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,1424,1415,1941,1945,WN,396,N407WN,197,210,177,-4,9,LAS,MDW,1521,8,12,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,1211,1145,1750,1720,WN,693,N232WN,219,215,175,30,26,LAS,MDW,1521,23,21,0,,0,0,0,4,0,26
2008,1,3,4,814,755,1334,1320,WN,823,N725SW,200,205,181,14,19,LAS,MDW,1521,6,13,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,934,935,1453,1505,WN,830,N436WN,199,210,177,-12,-1,LAS,MDW,1521,6,16,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,1708,1700,2214,2230,WN,1865,N745SW,186,210,169,-16,8,LAS,MDW,1521,6,11,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,1919,1845,31,5,WN,2025,N740SW,192,200,171,26,34,LAS,MDW,1521,8,13,0,,0,4,0,0,0,22
2008,1,3,4,1945,1815,52,2335,WN,2450,N405WN,187,200,168,77,90,LAS,MDW,1521,8,11,0,,0,13,0,0,0,64
2008,1,3,4,2057,1930,202,50,WN,2794,N468WN,185,200,171,72,87,LAS,MDW,1521,7,7,0,,0,60,0,0,0,12
2008,1,3,4,1354,1310,1907,1845,WN,3232,N201LV,193,215,177,22,44,LAS,MDW,1521,6,10,0,,0,4,0,0,0,18
2008,1,3,4,1703,1645,33,35,WN,767,N222WN,270,290,257,-2,18,LAS,MHT,2356,4,9,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,1030,1030,1545,1545,WN,762,N295WN,195,195,174,0,0,LAS,MSY,1501,3,18,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,1903,1825,5,2340,WN,3327,N282WN,182,195,166,25,38,LAS,MSY,1501,4,12,0,,0,3,0,0,0,22
2008,1,3,4,1108,1110,1244,1240,WN,125,N782SA,96,90,80,4,-2,LAS,OAK,407,4,12,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,NA,700,NA,830,WN,126,,NA,90,NA,NA,NA,LAS,OAK,407,NA,NA,1,A,0,NA,NA,NA,NA,NA
2008,1,3,4,1354,1345,1525,1520,WN,127,N784SW,91,95,74,5,9,LAS,OAK,407,4,13,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,1944,1740,2110,1915,WN,223,N223WN,86,95,72,115,124,LAS,OAK,407,5,9,0,,0,21,0,0,0,94
2008,1,3,4,1251,1205,1425,1345,WN,237,N281WN,94,100,76,40,46,LAS,OAK,407,3,15,0,,0,2,0,0,0,38
2008,1,3,4,1548,1505,1728,1635,WN,280,N460WN,100,90,78,53,43,LAS,OAK,407,4,18,0,,0,14,0,10,0,29
2008,1,3,4,821,820,955,950,WN,864,N640SW,94,90,72,5,1,LAS,OAK,407,3,19,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,2216,2125,2348,2255,WN,900,N679AA,92,90,78,53,51,LAS,OAK,407,4,10,0,,0,11,0,2,0,40
2008,1,3,4,2010,1900,2203,2030,WN,962,N378SW,113,90,77,93,70,LAS,OAK,407,28,8,0,,0,45,0,23,0,25
2008,1,3,4,1433,1420,1608,1555,WN,1011,N248WN,95,95,79,13,13,LAS,OAK,407,4,12,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,935,925,1106,1055,WN,1258,N774SW,91,90,71,11,10,LAS,OAK,407,3,17,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,2156,2155,2334,2325,WN,1950,N408WN,98,90,83,9,1,LAS,OAK,407,5,10,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,2035,2020,2209,2150,WN,3135,N695SW,94,90,81,19,15,LAS,OAK,407,3,10,0,,0,15,0,4,0,0
2008,1,3,4,602,600,733,730,WN,3233,N354SW,91,90,76,3,2,LAS,OAK,407,4,11,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,1152,1145,1616,1605,WN,86,N627SW,144,140,116,11,7,LAS,OKC,987,4,24,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,1435,1315,1859,1755,WN,479,N622SW,144,160,132,64,80,LAS,OMA,1099,3,9,0,,0,38,0,0,0,26
2008,1,3,4,2049,1920,106,2355,WN,875,N217JC,137,155,125,71,89,LAS,OMA,1099,2,10,0,,0,32,0,0,0,39
2008,1,3,4,913,910,1342,1350,WN,2111,N673AA,149,160,131,-8,3,LAS,OMA,1099,4,14,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,1613,1610,1721,1705,WN,187,N690SW,68,55,38,16,3,LAS,ONT,197,4,26,0,,0,0,0,16,0,0
2008,1,3,4,2015,1945,2101,2040,WN,725,N259WN,46,55,34,21,30,LAS,ONT,197,4,8,0,,0,3,0,0,0,18
2008,1,3,4,655,655,742,750,WN,731,N244WN,47,55,35,-8,0,LAS,ONT,197,4,8,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,1438,1435,1533,1530,WN,872,N788SA,55,55,33,3,3,LAS,ONT,197,6,16,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,1102,1030,1152,1125,WN,906,N301SW,50,55,36,27,32,LAS,ONT,197,3,11,0,,0,27,0,0,0,0
2008,1,3,4,2218,2120,2308,2210,WN,1493,N356SW,50,50,36,58,58,LAS,ONT,197,5,9,0,,0,0,0,20,0,38
2008,1,3,4,851,835,938,930,WN,1670,N742SW,47,55,34,8,16,LAS,ONT,197,5,8,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,1230,1215,1331,1310,WN,2018,N313SW,61,55,36,21,15,LAS,ONT,197,4,21,0,,0,0,0,6,0,15
2008,1,3,4,1838,1800,1930,1855,WN,2730,N273WN,52,55,32,35,38,LAS,ONT,197,3,17,0,,0,0,0,0,0,35
2008,1,3,4,1358,1330,1449,1425,WN,3070,N660SW,51,55,37,24,28,LAS,ONT,197,4,10,0,,0,4,0,0,0,20
2008,1,3,4,1757,1655,108,25,WN,156,N466WN,251,270,237,43,62,LAS,ORF,2155,4,10,0,,0,13,0,0,0,30
2008,1,3,4,1816,1755,2022,2015,WN,700,N678AA,126,140,112,7,21,LAS,PDX,762,4,10,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,755,755,958,1020,WN,1669,N484WN,123,145,108,-22,0,LAS,PDX,762,6,9,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,1328,1255,1549,1520,WN,2354,N258WN,141,145,106,29,33,LAS,PDX,762,22,13,0,,0,24,0,0,0,5
2008,1,3,4,2134,2040,2343,2300,WN,2550,N608SW,129,140,112,43,54,LAS,PDX,762,3,14,0,,0,12,0,0,0,31
2008,1,3,4,1127,1045,1856,1835,WN,1285,N435WN,269,290,245,21,42,LAS,PHL,2176,5,19,0,,0,18,0,0,0,3
2008,1,3,4,1720,1700,41,45,WN,1843,N484WN,261,285,244,-4,20,LAS,PHL,2176,4,13,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,559,600,800,805,WN,102,N639SW,61,65,43,-5,-1,LAS,PHX,256,4,14,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,712,705,932,915,WN,243,N228WN,80,70,49,17,7,LAS,PHX,256,7,24,0,,0,0,0,10,0,7
2008,1,3,4,1327,1320,1533,1530,WN,287,N747SA,66,70,50,3,7,LAS,PHX,256,5,11,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,1817,1810,2016,2015,WN,504,N338SW,59,65,47,1,7,LAS,PHX,256,4,8,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,1807,1740,2011,1950,WN,559,N603SW,64,70,49,21,27,LAS,PHX,256,5,10,0,,0,2,0,0,0,19
2008,1,3,4,1712,1545,1914,1750,WN,668,N221WN,62,65,48,84,87,LAS,PHX,256,4,10,0,,0,6,0,0,0,78
2008,1,3,4,1206,1205,1418,1415,WN,752,N680AA,72,70,47,3,1,LAS,PHX,256,4,21,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,1134,1110,1343,1315,WN,781,N378SW,69,65,46,28,24,LAS,PHX,256,8,15,0,,0,9,0,4,0,15
2008,1,3,4,1003,1005,1208,1215,WN,871,N327SW,65,70,49,-7,-2,LAS,PHX,256,5,11,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,815,820,1034,1025,WN,1034,N420WN,79,65,49,9,-5,LAS,PHX,256,4,26,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,2156,2110,2353,2310,WN,1403,N258WN,57,60,43,43,46,LAS,PHX,256,5,9,0,,0,2,0,0,0,41
2008,1,3,4,2140,2040,2334,2240,WN,1682,N281WN,54,60,40,54,60,LAS,PHX,256,3,11,0,,0,2,0,0,0,52
2008,1,3,4,631,635,832,840,WN,2103,N291WN,61,65,44,-8,-4,LAS,PHX,256,5,12,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,1521,1450,1725,1655,WN,2726,N777QC,64,65,46,30,31,LAS,PHX,256,5,13,0,,0,16,0,0,0,14
2008,1,3,4,2100,1945,2255,2150,WN,2991,N752SW,55,65,43,65,75,LAS,PHX,256,4,8,0,,0,48,0,0,0,17
2008,1,3,4,1657,1630,1905,1845,WN,3517,N487WN,68,75,49,20,27,LAS,PHX,256,5,14,0,,0,2,0,0,0,18
2008,1,3,4,926,915,1129,1120,WN,3598,N790SW,63,65,44,9,11,LAS,PHX,256,5,14,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,1413,1415,1612,1620,WN,3849,N269WN,59,65,44,-8,-2,LAS,PHX,256,4,11,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,1825,1745,114,50,WN,512,N794SW,229,245,210,24,40,LAS,PIT,1910,6,13,0,,0,10,0,0,0,14
2008,1,3,4,927,915,1631,1620,WN,594,N715SW,244,245,218,11,12,LAS,PIT,1910,7,19,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,1630,1600,23,2350,WN,416,N401WN,293,290,266,33,30,LAS,PVD,2363,4,23,0,,0,6,0,3,0,24
2008,1,3,4,1136,1120,1852,1840,WN,170,N448WN,256,260,231,12,16,LAS,RDU,2027,6,19,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,1824,1725,121,45,WN,1509,N403WN,237,260,222,36,59,LAS,RDU,2027,2,13,0,,0,27,0,0,0,9
